label,translation
Fresenius University of Applied Sciences,Université de science appliquer Freseniu
PS  I Love You,PS je t
I Heard the Owl Call My Name,J entendre le chouette appeler mon nom
Point of Impact,Point d
MRIC Stadium,Stade MRIC
State Emergency Service of Ukraine,Service d d de l
King Mongkut's University of Technology North Bangkok,Université de technologie King Mongkut Nord Bangkok
When the Robbers Came to Cardamom Town,Quand le voleur être venir à Cardamome Town
Communist Party of Tajik Soviet Socialist Republic,Parti communiste de le République socialiste soviétique tadjik
NFC Championship Game,Jeu de championnat NFC
NFC Title Game,Jeu de titre NFC
Turkish Democratic Party of Kosovo,Parti démocratique turc de Kosovo
Scion xA,Scion xa
Scion xD,Scion xd
labor unions in Japan,le syndicat au Japon
Netherlands Organisation for Applied Scientific Research,Organisation néerlandaise pour le recherche scientifique appliquer
Ship of Magic,Navire de le magie
MBNA Limited.,MBNA Limité.
MBNA Ltd.,MBNA Ltd.
Scout Association of Hong Kong,Association de scout de Hong Kong
International Olympiad on Astronomy and Astrophysics,Olympiade international d et d
Moscow Uprising of 1662,Insurrection de Moscou de 1662
Accounts Chamber of the Russian Federation,Chambre de compte de le Fédération de Russie
Accounts Chamber of the Russian Federation,Chambre de compte de le Fédération de Russie
capital punishment in Russia,Le peine de mort en Russie
1992 Tournament of the Americas,Tournoi de Amérique 1992
Egyptian nationalism,Nationalisme égyptien
الحزب الأكبر حجما و تنوعا في مصر,الحزب الأكبر حجما و تنوعا في مصر
2003 NASCAR Winston Cup Series,Série NASCAR Winston Cup 2003
The Devil and Miss Prym,Le Diable et Miss Prym
football hooliganism,hooliganisme de football
Football hooliganism,Hooliganisme de football
2006–07 in English football,2006–07 en football angler
2006-07 in English football,2006-07 en football angler
Federal Tax Police Service of the Russian Federation,Service fédéral de le police fiscal de le Fédération de Russie
Porsche Cayman II,Porsch Cayman II
Saba University School of Medicine,École de médecine de l Saba
Take Back the Night,Reprendre le nuit
Confessions of an Ugly Stepsister,Confession d demi-sœur laideus
Self-propelled working machine,Machine de travail automotrice
2001–02 in English football,2001–02 en football angler
2001-02 in English football,2001-02 en football angler
The Teachings of Don Juan,Le enseignement de Don Juan
IV liga,Liga en IV
Interstate 5 in Oregon,Interstate 5 dans l
1999 NASCAR Winston Cup Series,Série NASCAR Winston Cup 1999
From Here to Eternity,D à l
ha-Merkaz ha-refuʼi ha-universiṭaʼi Soroḳah (Beersheba),ha-Merkaz ha-refuʼi ha-universi ṭaʼi Soro ḳah (Beersheba)
Niels Klim's Underground Travels,Le voyage souterrain de Niels Klim
Parlement of Foules,Parlement de Foules
Parliament of Foules,Parlement de Foules
Parlement of Briddes,Parlement de Briddes
Assembly of Fowls,Montage de volaille
Assemble of Foules,Assembler de Foules
The Parliament of Birds,Le Parlement de Oiseau
Parliament of Fowls,Parlement de volaille
Volkswagen Sharan II,Volkswagen Sharan II
Stumbling on Happiness,Bombardement sur le bonheur
subject olympiad,sujet olympiade
school olympiad,olympiade scolaire
1975 Haicheng earthquake,Séisme de 1975 à Haicheng
IQ and Global Inequality,QI et inégalité mondial
House of Many Ways,Maison de plusieurs façon
6th World Festival of Youth and Students,6èm Festival Mondial de le Jeunesse et de Etudiant
1957 World Festival of Youth and Students,1957 Festival mondial de le jeunesse et de étudiant
Higashi Kyushu running through motorway,Higashi Kyushu par l
National Center for Assessment in Higher Education,Centre national d dans l supérieur
capital punishment in the Netherlands,Peine de mort à Pays-Bas
Savitri: A Legend and a Symbol,Savitri: Un Légende et un Symbole
Time to Live and Time to Die,Temps de vivre et temps de mourir
CONCACAF Championship,Championnat de le CONCACAF
Gujarati literary council,Conseil littéraire gujarati
capital punishment in South Africa,Le peine capital en Afrique de Sud
death penalty in South Africa,peine de mort en Afrique de Sud
Nirma University of Science and Technology,Université de science et de le technologie de Nirma
AKT Motos,Moto de l
car phone,téléphone de voiture
car telephone,téléphone de voiture
King Stakh's Wild Hunt,Chasse sauvage de roi Stakh
Universidad Cooperativa de Colombia,Universidad Cooperativa de Colombie
Legacy of Ashes,L de cendre
Legacy of Ashes: The HIstory of the CIA,Legacy of Ashes: L de le CIA
Legacy of Ashes (book),Legacy of Ashes (livre)
The Exploits of Moominpappa,Le Exploit de Moominpappa
Moominpappa's Memoirs,Mémoires de Moominpappa
McDonnell Douglas MD-94X,mcdonnell MD-94
Russian tracker,Traqueur russe
economy of England in the Middle Ages,économie de l au Moyen Age
National College of Arts,Collège national de art
Diary of a Wimpy Kid: Cabin Fever,Journal d enfant Wimpy: Cabin Fever
Union of Social Democrats,Union de sociau-démocrate
Novo Dicionário da Língua Portuguesa,Novo Dicionário da Língua Portuguesa
Novo Dicionario da Lingua Portuguesa,Novo Dicionario da Lingua Portuguesa
Naga People's Front,Front populaire de Naga
Smart electric drive,Entraînement électrique intelliger
Smart Fortwo electric drive,Smart Fortwo entraînement électrique
smart ed,Étudiant
IKCO Samand Soren,IKCO Samand Soren
Final del juego,Final del juego
I Never Promised You a Rose Garden,Je ne vous avoir jamais promettre un roseraie
On the Banks of Plum Creek,Sur le rive de Plum Creek
Little House  book 4,Petite Maison tom 4
the Little House on the Prairie  book 4,le Petit Maison dans le Prairie tom 4
the Laura Years  book 3,le année Laura tome 3
1611 Keicho Sanriku earthquake,1611 Séisme à Keicho Sanriku
Tao of Jeet Kune Do,Tao de Jeet Kune Do
Texas Woman's University,Université de femme de Texas
College of Industrial Arts,Collège de Art Industriel
Texas Industrial Institute and College for the Education of White Girls of the State of Texas in the Arts and Sciences,Texa Industrial Institute and College for the Education of White Girls of the State of Texa in the Arts and Sciences
Texas State College for Women,Collège d de Texa pour le femme
True Devotion to Mary,Véritable Dévotion à Marie
1999 Düzce earthquake,Séisme à Düzce en 1999
Terremoto de Düzce de 1999,Terremoto de Düzce de 1999
Okayama University of Science,Université de science d
Okayama rika daigaku,Daigaku riker d
Indian Institute of Technology Mandi,Institut indien de technologie Mandi
IIT Mandi,IIT Mandi
Alphabetical Catalog of Surnames,Catalogue alphabétique de nom de famille
AMA Computer University,Université d AMA
Bar Council of India,Conseil de barreau de l
Agenzia per l'Italia digitale,L pour l digital
Apocalittici e integrati,Apocalittici e integrati
Architecture of Mongolia,Architecture de le Mongolie
Answer to Job,Répondre à Job
criminal anthropology,Anthropologie criminel
criminal anthropometry,anthropométrie criminel
anthropological criminology,criminologie anthropologique
Killa kattas,Le katta
Katasraj temples,Le temple de Katasraj
National Physical Laboratory of India,Laboratoire National de Physique de l
University of Petroleum and Energy Studies,Université de étude de pétrole et de l
crime in Italy,crim en Italie
A Defence of Poetry,Un défense de le poésie
National Commission for Culture and the Arts,Commission national de le culture et de art
The Tree of Knowledge,L de le connaissance
Georgian literature,Littérature géorgien
Jammu and Kashmir People's Democratic Party,Parti démocratique de peuple de Jammu-et-Cachemire
In the Garden of Beasts,Dans le jardin un bête
1958 Venezuelan coup d'état,1958 Coup d vénézuélien
The Virgin's Lover,L de le Vierge
The 25th Hour,Le 25èm Heure
Meg: A Novel of Deep Terror,Meg : un roman de terreur profond
How to Lie with Statistics,Comment mentir avec le statistique
Monsters vs. Aliens,Monstres vs. Alien
Milanese nobility,Le noblesse milanais
No Longer at Ease,Plus à l
Princes of Ottajano,Prince d
Under the Skin,Sous le peau
Strada statale 106 Jonica,Strada statal 106 Jonica
State road 106,Route national 106
1989 NCAA Men's Division I Basketball Tournament,Tournoi de basket-ball masculin de le Division I de le NCAA 1989
1997 NCAA Men's Division I Basketball Tournament,Tournoi de basketball masculin de le Division I de le NCAA 1997
Di Bawah Lindungan Ka'bah,Ka de Di Bawah Lindungan
NeXT Computer,Ordinateur NeXT
NeXT Computer System,Système informatique next
anti-abortion feminism,féminisme anti-avortement
pro-life feminism,féminisme pro-vie
Acts and Epistles of the Apostles,Acte et épître de Apôtre
Apparatus of the Government of Russia,Appareil de gouvernement de le Russie
basketball ID at the 2000 Summer Paralympics,Carte d de basket-ball à Jeu paralympique d de 2000
Bolshaya meditsinskaya entsiklopediya,Bolchaïa meditsinskaya entsiklopediya
Borzhava ridge,Crête de Borzhava
House of Mecklenburg-Brunswick-Romanov,Maison de Mecklembourg-Brunswick-Romanov
The Brunswick family,Le famille Brunswick
My Past and Thoughts,Mon passé et mon pensée
Movement for Justice and Development in Syria,Mouvement pour le justice et le développement en Syrie
Power and Water University of Technology,Énergie et eau Université de technologie
6th October University,Université de 6 octobre
October 1907 Russian legislative election,Élection législatif russe d 1907
Russian legislative election  October 1907,Élection législatif russe octobre 1907
Fountain Friendship of Nations,Fontaine de l de nation
Kitab al-'Ayn,Kitab al-
1969 Major League Baseball season,Saison 1969 de le Ligue majeur de baseball
1986 Major League Baseball season,Saison 1986 de le Ligue majeur de baseball
Ministry of Personnel  Public Grievances and Pensions,Ministère de Personnel de Grief public et de Pension
Ministry of Corporate Affairs,Ministère de Affaire commercial
Special State Protection Service of Azerbaijan,Service spécial de protection de l d
Monument to Artyom in Sviatohirsk,Monument à Artyom à Sviatohirsk
Catherine II Monument,Monument de Catherine II
1930 United States Senate elections,1930 Élection sénatorial à États-Unis
United States Senate elections  1930,Élection sénatoriale américaine de 1930
1972 United States Senate elections,Élection sénatoriale américaine de 1972
United States Senate elections  1972,Élection sénatoriale américaine de 1972
The Stockholm bypass,Le contournement de Stockholm
Adventures of Captain Vrungel,Aventure de capitaine Vrungel
Farewell to Matyora,Adieu à Matyora
Tokyo bid for the 2016 Summer Olympics,Le candidature de Tokyo pour le Jeu olympique d de 2016
1980 United States House of Representatives elections,Élection de 1980 à le Chambre de représentant de États-Unis
United States House of Representatives elections  1980,Élection de le Chambre de représentant de États-Unis 1980
1978 United States House of Representatives elections,Élection de 1978 à le Chambre de représentant de États-Unis
United States House of Representatives elections  1978,Élection de le Chambre de représentant de États-Unis 1978
1930 United States House of Representatives elections,1930 Élection de le Chambre de représentant de États-Unis
United States House of Representatives elections  1930,Élection de le Chambre de représentant de États-Unis 1930
utility function,fonction utilitaire
Gesta principum Polonorum,Gesta principum Polonorum
Garage Center for Contemporary Culture,Garage Centre pour le culture contemporaine
Garage Museum of Contemporary Art,Garage Musée d Contemporain
1957 NFL Championship Game,Match de championnat de le NFL 1957
1965 NFL Championship Game,Match de championnat de le NFL 1965
1970–71 NFL playoffs,Série éliminatoire de le NFL 1970-1971
1970-71 NFL playoffs,1970-71 NFL sérier éliminatoire
1984–85 NFL playoffs,Série éliminatoire de le NFL 1984-85
1984-85 NFL playoffs,1984-85 éliminatoire de le NFL
1988 America's Cup,Coupe de l 1988
1989 Philippine coup attempt,Tentative de coup d à Philippines de 1989
1987 Whittier Narrows earthquake,Séisme de 1987 à Whittier Narrows
1992 NCAA Division I-A football season,Saison 1992 de football de le NCAA Division I-A
1995 Major League Baseball draft,Repêchage de le Ligue majeur de baseball en 1995
1995 MLB draft,1995 au repêchage de le MLB
1995–96 NFL playoffs,Série éliminatoire de le NFL 1995-1996
1995-96 NFL playoffs,Série éliminatoire de le NFL 1995-96
1998 FIFA World Cup qualification,Qualification pour le Coupe de monde 1998
1998 NRL season,Saison 1998 de le LNR
1997 ARL season,Saison 1997 de l
1997 Australian Rugby League season,Saison 1997 de l Rugby League
2001 AFL season,Saison 2001 de l
2001 Geiyo earthquake,Séisme de 2001 à Geiyo
2003 AFL season,Saison 2003 de l
2005–06 NFL playoffs,Série éliminatoire de le NFL 2005-2006
2005-06 NFL playoffs,Série éliminatoire NFL 2005-06
