label,translation
2020 United States presidential election in South Dakota,Elección presidencial de el Estados Unidos en Dakota del Sur en 2020
1940 United States presidential election in Texas,Elección presidencial de el Estados Unidos en Texas de 1940
2019–21 ICC Cricket World Cup League 2,Liga 2 de el Copa del Mundo de Críquet ICC 2019-21
2019-21 ICC Cricket World Cup League 2,2019-21 ICC Liga 2 de el Copa del Mundo de Críquet
2018 Wisconsin State Assembly election,Elección a el Asamblea Estatal de Wisconsin en 2018
40th New Brunswick general election,40a elección general de Nuevo Brunswick
2018 US Open – Women's Singles final,Abierto de el Estados Unidos de 2018 - Final de el sencillo de el mujer
2022 NBA All-Star Game,Juego de estrella de el NBA 2022
EE Wembley Cup,Copa de Wembley del EE
2019 Virginia House of Delegates election,Elección de el Cámara de Delegados de Virginia 2019
2019 Grand Slam of Darts,2019 Gran Slam de Dardos
2019 Haryana Legislative Assembly election,Elección a el Asamblea Legislativa de Haryana 2019
Haryana Legislative Assembly election  2019,Elección a el Asamblea Legislativa de Haryana 2019
2019 Indian general election in Uttar Pradesh,Elección general de el India en Uttar Pradesh 2019
2019 ISSF World Cup,Copa del Mundo de el ISSF 2019
Food block,Bloqueo de alimento
Antifa in Germany,Antifa en Alemania
2019–2020 FIS Cross-Country Skiing World Cup,Copa del Mundo de esquí de fondo de FIS 2019-2020
2019-2020 FIS Cross-Country Skiing World Cup,Copa del Mundo de esquí de fondo de FIS 2019-2020
2019 Asian Men's Volleyball Championship,Campeonato de voleibol masculino asiático 2019
FIDE Grand Prix 2019,Gran Premio FIDE 2019
2019 World Championships in Athletics – men's shot put,Campeonato Mundial de Atletismo 2019 - lanzamiento de el hombre
2019 World Championships in Athletics - men's shot put,Campeonato Mundial de Atletismo 2019 - lanzamiento de el hombre
Nokia 9 PureView,Nokia 9 PureView
rowing at the 2020 Summer Olympics – men's eight,Remir en el Juegos Olímpicos de Verano de 2020 – ocho hombre
rowing at the 2020 Summer Olympics - men's eight,Remir en el Juegos Olímpicos de verano de 2020 - ocho hombre
Rowing at the 2020 Summer Olympics – Men's eight,Remir en el Juegos Olímpicos de verano de 2020 – ocho hombre
rowing at the 2020 Summer Olympics – women's quadruple sculls,Remir en el Juegos Olímpicos de verano de 2020 – cráupl cráneo de mujer
rowing at the 2020 Summer Olympics - women's quadruple sculls,Remir en el Juegos Olímpicos de verano de 2020 - cráupl cráneo de mujer
Rowing at the 2020 Summer Olympics – Women's quadruple sculls,Remir en el Juegos Olímpicos de verano de 2020 – Cráneos cuádrupl femenino
2019 Indian general election in Bihar,Elección general de el India en Bihar de 2019
2019 Indian general election in Madhya Pradesh,Elección general de el India en Madhya Pradesh 2019
2019 Indian general election in Haryana,Elección general de el India en Haryana de 2019
The Secret Life of Pets,El vida secreto de el mascota
football at the 2019 Southeast Asian Games – men's tournament,fútbol en el Juegos del Sudeste Asiático 2019 - torneo masculino
football at the 2019 Southeast Asian Games - men's tournament,fútbol en el Juegos del Sudeste Asiático 2019 - torneo masculino
List of 2019–20 NBA season transactions,Lista de transacción de el temporada de el NBA 2019-20
List of 2019-20 NBA season transactions,Lista de transacción de el temporada de el NBA 2019-20
shooting at the 2020 Summer Olympics – men's 10 metre air rifle,disparo en el Juegos Olímpicos de verano de 2020 – rifle de aire de 10 m masculino
shooting at the 2020 Summer Olympics - men's 10 metre air rifle,disparo en el Juegos Olímpicos de verano de 2020 - rifle de aire de 10 metro masculino
swimming at the 2020 Summer Olympics – women's 100 metre breaststroke,Nadación en el Juegos Olímpicos de verano 2020 – inyección de pecho de el mujer de 100 metro
swimming at the 2020 Summer Olympics - women's 100 metre breaststroke,Nadación en el Juegos Olímpicos de verano de 2020 - golpe de seno de el mujer de 100 metro
swimming at the 2020 Summer Olympics – women's 200 metre freestyle,natación en el Juegos Olímpicos de verano de 2020 – 200 metro de estilo libre femenino
swimming at the 2020 Summer Olympics - women's 200 metre freestyle,natación en el Juegos Olímpicos de verano de 2020 - 200 metro de estilo libre femenino
swimming at the 2020 Summer Olympics – men's 200 metre freestyle,natación en el Juegos Olímpicos de verano de 2020 – 200 metro de estilo libre masculino
swimming at the 2020 Summer Olympics - men's 200 metre freestyle,natación en el Juegos Olímpicos de verano de 2020 - estilo libre de el hombre de 200 metro
Local elections in North Rhine-Westphalia 2020,Elección local en Renania del Norte-Westfalia 2020
Naver TV,Naver TV
Naver TV Cast,Reparto de televisión Naver
Palm Springs AHL team,Equipo AHL de Palm Springs
Seattle AHL Affiliate,Afiliado de Seattle AHL
Results of the 2019 Australian federal election,Resultado de el elección federal australiana de 2019
2019–20 Tamil Nadu Legislative Assembly by-election,Elección parcial de el Asamblea Legislativa de Tamil Nadu 2019-20
2021 South African municipal elections,Elección municipal de Sudáfrica en 2021
2020 Nevada Democratic caucuses,2020 Caucus demócrata de Nevada
2020 Baltimore mayoral election,Elección a el alcaldía de Baltimore en 2020
next Venezuelan presidential election,próximo elección presidencial venezolano
Tally.ERP 9,Cuenta. ERP 9
2023 New South Wales state election,Elección estatal de Nueva Gales del Sur en 2023
2022 Nevada gubernatorial election,Elección a gobernador de Nevada en 2022
Element AI,Elemento AI
modern pentathlon at the 2020 Summer Olympics – men's,pentatlón moderno en el Juegos Olímpicos de verano 2020 – hombre
modern pentathlon at the 2020 Summer Olympics - men's,pentatlón moderno en el Juegos Olímpicos de verano 2020 - hombre
modern pentathlon at the 2020 Summer Olympics – women's,pentatlón moderno en el Juegos Olímpicos de Verano 2020 – femenino
modern pentathlon at the 2020 Summer Olympics - women's,pentatlón moderno en el Juegos Olímpicos de Verano 2020 - femenino
2019 NCAA Division I FBS football season,temporada de fútbol de el NCAA División I de el FBS 2019
Renault Captur II,Renault Captur II
judo at the 2020 Summer Olympics – men's 66 kg,judo en el Juegos Olímpicos de verano de 2020 – 66 kg masculino
judo at the 2020 Summer Olympics - men's 66 kg,judo en el Juegos Olímpicos de verano de 2020 - 66 kg masculino
judo at the 2020 Summer Olympics – women's 78 kg,judo en el Juegos Olímpicos de verano de 2020 – 78 kg de mujer
judo at the 2020 Summer Olympics - women's 78 kg,judo en el Juegos Olímpicos de verano de 2020 - 78 kg femenino
judo at the 2020 Summer Olympics – mixed team event,judo en el Juegos Olímpicos de verano de 2020 - evento de equipo mixto
judo at the 2020 Summer Olympics - mixed team event,judo en el Juegos Olímpicos de verano de 2020 - evento de equipo mixto
karate at the 2020 Summer Olympics – men's 75 kg,karatar en el Juegos Olímpicos de Verano de 2020 – 75 kg de hombre
karate at the 2020 Summer Olympics - men's 75 kg,karatar en el Juegos Olímpicos de Verano de 2020 - 75 kg masculino
Karate at the 2020 Summer Olympics – Men's 75 kg,Karate en el Juegos Olímpicos de Verano de 2020 – 75 kg masculino
sport climbing at the 2020 Summer Olympics – men's,escalada deportivo en el Juegos Olímpicos de verano de 2020 – hombre
sport climbing at the 2020 Summer Olympics - men's,escalada deportivo en el Juegos Olímpicos de Verano 2020 - hombre
JouZen Oy,JouZen Oye
athletics at the 2020 Summer Olympics – women's 10 000 metres,atletismo en el Juegos Olímpicos de verano de 2020 – 10 000 de metro femenino
athletics at the 2020 Summer Olympics - women's 10 000 metres,atletismo en el Juegos Olímpicos de verano de 2020 - 10 000 de metro femenino
athletics at the 2020 Summer Olympics – men's 50 kilometres walk,atletismo en el Juegos Olímpicos de Verano 2020 – 50 kilómetro de caminata de el hombre
athletics at the 2020 Summer Olympics - men's 50 kilometres walk,atletismo en el Juegos Olímpicos de verano de 2020 - 50 kilómetro a pie de el hombre
athletics at the 2020 Summer Olympics – men's triple jump,atletismo en el Juegos Olímpicos de verano de 2020 - saltar triple de el hombre
athletics at the 2020 Summer Olympics - men's triple jump,atletismo en el Juegos Olímpicos de verano de 2020 - saltar triple masculino
athletics at the 2020 Summer Olympics – women's javelin throw,atletismo en el Juegos Olímpicos de verano de 2020 – lanzar jabalina femenino
athletics at the 2020 Summer Olympics - women's javelin throw,atletismo en el Juegos Olímpicos de verano de 2020 - lanzar jabalina femenino
athletics at the 2020 Summer Olympics – men's decathlon,atletismo en el Juegos Olímpicos de verano de 2020 – decatlón masculino
athletics at the 2020 Summer Olympics - men's decathlon,atletismo en el Juegos Olímpicos de verano de 2020 - decatlón masculino
cycling at the 2020 Summer Olympics – women's individual time trial,ciclismo en el Juegos Olímpicos de verano de 2020 – prueba de tiempo individual para mujer
cycling at the 2020 Summer Olympics - women's individual time trial,ciclismo en el Juegos Olímpicos de verano de 2020 - prueba de tiempo individual para mujer
cycling at the 2020 Summer Olympics – women's road time trial,ciclismo en el Juegos Olímpicos de verano de 2020 – prueba de tiempo de carretera para mujer
cycling at the 2020 Summer Olympics - women's road time trial,ciclismo en el Juegos Olímpicos de verano de 2020 - prueba de tiempo de carretera para mujer
cycling at the 2020 Summer Olympics – women's individual road race,ciclismo en el Juegos Olímpicos de verano de 2020 – carrera de carretera individual femenino
cycling at the 2020 Summer Olympics - women's individual road race,ciclismo en el Juegos Olímpicos de verano de 2020 - carrera de carretera individual femenino
equestrian at the 2020 Summer Olympics – team dressage,ecuestre en el Juegos Olímpicos de Verano de 2020 – vestimenta de equipo
equestrian at the 2020 Summer Olympics - team dressage,ecuestre en el Juegos Olímpicos de verano de 2020 - vestimenta de equipo
equestrian at the 2020 Summer Olympics – individual eventing,ecuestre en el Juegos Olímpicos de verano de 2020 – evento individual
equestrian at the 2020 Summer Olympics - individual eventing,ecuestre en el Juegos Olímpicos de verano de 2020 - evento individual
shooting at the 2020 Summer Olympics – mixed 10 metre air pistol,disparo en el Juegos Olímpicos de verano de 2020 – pistola de aire mixto de 10 metro
shooting at the 2020 Summer Olympics - mixed 10 metre air pistol,disparo en el Juegos Olímpicos de verano de 2020 - pistola de aire mixto de 10 metro
shooting at the 2020 Summer Olympics – mixed 10 metre air pistol team,disparo en el Juegos Olímpicos de verano de 2020 – equipo mixto de pistola de aire de 10 metro
triathlon at the 2020 Summer Olympics – mixed relay,triatlón en el Juegos Olímpicos de verano de 2020 – relevar mixto
triathlon at the 2020 Summer Olympics - mixed relay,triatlón en el Juegos Olímpicos de verano de 2020 - relevar mixto
gymnastics at the 2020 Summer Olympics – women's uneven bars,gimnasia en el Juegos Olímpicos de verano de 2020 – barra desigual para el mujer
